FALSE_DATA,ageAtBirth,ageAtQ,ethnicity,marital,rural,edu,occClass,income,imd,home,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,27,58,White,Married,Rural,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,No,Climate,Other,Climate,Climate,Climate,Other,No,Other,No,No,No,No,Other,7,6
FALSE_DATA,38,69,White,Married,Urban,Vocational,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Moderately religious,Probably not,Not very concerned,"Yes, for most of it",No,No,Other,Climate,Climate,No,No,Other,Other,Other,Other,No,No,No,No,No,No,NA,No,2,2
FALSE_DATA,34,64,White,Married,Urban,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,No,Climate,Other,Climate,Other,No,Other,Climate,Climate,Climate,Other,No,Other,No,Climate,No,No,Other,6,6
FALSE_DATA,31,62,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Highly religious,Yes maybe,Not very concerned,"Yes, for some of it",Not sure,No,Other,Climate,Other,NA,No,Other,Other,Other,Other,Other,No,Other,Other,No,No,NA,No,NA,1
FALSE_DATA,37,67,White,Married,Urban,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,No,Other,No,No,ClimateOther,Other,Other,No,No,Climate,No,No,No,No,No,No,No,2,0
FALSE_DATA,28,58,White,Married,Urban,Degree,III (non-manual),300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Other,Climate,Other,Other,No,Other,Climate,Climate,No,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,37,67,White,Married,Urban,Degree,II,200 - 299,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Other,No,No,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,9,9
FALSE_DATA,36,66,White,Married,Urban,A level,I,>400,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,Other,Other,Other,No,Other,No,Other,Other,Other,No,No,Other,No,No,No,No,Climate,No,0,0
FALSE_DATA,35,65,White,Married,Rural,Degree,II,100 - 199,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,No,11,9
FALSE_DATA,28,58,White,Married,Urban,Degree,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for some of it",Not sure,No,Other,Climate,No,Climate,No,Other,Climate,No,Other,Climate,No,No,No,No,No,No,ClimateOther,5,3
FALSE_DATA,40,70,White,Married,Rural,Degree,IV/V,300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Climate,No,No,No,Climate,Climate,Climate,No,Climate,No,No,Climate,Climate,No,No,No,No,7,5
FALSE_DATA,30,60,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,Climate,Climate,Climate,Climate,No,ClimateOther,Climate,Climate,Climate,No,No,No,Other,No,No,NA,Other,9,8
FALSE_DATA,29,59,White,Married,Rural,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,No,No,NA,Other,13,9
FALSE_DATA,27,56,White,Married,Urban,Degree,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Other,Climate,No,No,No,Other,Climate,Climate,Climate,No,No,Other,No,No,No,No,Other,4,4
FALSE_DATA,32,62,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,No,No,Climate,No,No,Climate,13,10
FALSE_DATA,30,60,White,Married,Urban,O level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Other,No,No,No,No,No,No,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,34,64,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Other,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,6,6
FALSE_DATA,39,68,White,Married,Urban,CSE/None,II,200 - 299,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,ClimateOther,ClimateOther,No,No,No,No,Other,ClimateOther,No,No,No,No,No,No,No,No,No,3,3
FALSE_DATA,40,70,White,Married,Urban,Degree,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,No,No,No,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,10,7
FALSE_DATA,27,56,White,Married,Rural,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,Climate,No,No,No,No,No,Climate,12,9
FALSE_DATA,31,61,White,Married,Rural,Degree,I,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,No,No,Climate,Climate,Climate,No,No,Other,Other,No,No,No,ClimateOther,8,8
FALSE_DATA,27,58,White,Married,Urban,Vocational,III (manual),>400,Quintile 2,Council/HA,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Other,No,Other,Climate,Climate,Climate,No,No,Other,No,Climate,No,No,Climate,9,9
FALSE_DATA,33,64,White,Married,Urban,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,No,No,Other,Other,No,No,Other,No,No,No,No,ClimateOther,4,4
FALSE_DATA,38,68,White,Sep/Div/Widow,Rural,CSE/None,IV/V,200 - 299,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes probably,Somewhat concerned,"Yes, for most of it",No,No,No,No,Other,No,Other,No,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,27,57,White,Married,Urban,A level,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",No,No,Other,Other,No,Climate,No,No,ClimateOther,Other,No,Other,Other,Other,No,No,No,NA,Other,2,1
FALSE_DATA,30,61,White,Married,Urban,O level,III (non-manual),100 - 199,Quintile 2,Other,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Other,Other,Other,Other,No,No,Other,Other,No,Other,No,Other,No,Climate,No,No,Other,2,2
FALSE_DATA,30,59,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Rented,NA,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,No,No,No,No,No,12,8
FALSE_DATA,41,71,White,Never married,Urban,A level,III (manual),200 - 299,Quintile 3,Owned/Mortgaged,No,NA,NA,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,No,Other,Other,Other,No,No,No,Other,No,No,Other,Other,No,No,No,No,NA,No,0,0
FALSE_DATA,28,57,White,Married,Urban,A level,III (manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Other,Other,No,No,No,Climate,Climate,No,Other,No,No,Other,No,No,No,Other,3,3
FALSE_DATA,32,63,White,Married,Urban,Degree,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Other,Climate,Other,No,Other,Climate,Climate,Other,No,No,No,No,No,No,No,No,4,4
FALSE_DATA,32,61,White,Married,Urban,O level,III (non-manual),200 - 299,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,Other,Other,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,Climate,No,5,5
FALSE_DATA,26,55,White,Married,Urban,O level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for all of it",Yes,Other,Other,No,No,Other,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,3,3
FALSE_DATA,31,60,White,Married,Rural,Degree,I,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes probably,Somewhat concerned,"Yes, for most of it",No,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Climate,Climate,Other,Other,No,No,No,Climate,10,8
FALSE_DATA,34,64,White,Sep/Div/Widow,Urban,A level,II,>400,Quintile 2,Owned/Mortgaged,NA,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,No,NA,No,No,Other,No,No,No,NA,NA,NA
FALSE_DATA,33,63,White,Married,Urban,A level,II,>400,Quintile 3,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,No,Climate,Other,7,7
FALSE_DATA,35,65,White,Married,Urban,A level,IV/V,300 - 399,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,No,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,Climate,NA,No,ClimateOther,Climate,No,No,Climate,NA,10
FALSE_DATA,28,57,White,Never married,Urban,Degree,I,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,No,No,Climate,No,Climate,Other,Other,Other,Other,No,No,Other,Other,No,No,No,No,2,1
FALSE_DATA,37,67,White,Never married,Urban,Degree,I,200 - 299,Quin. 1/Least deprived,Other,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,No,ClimateOther,No,ClimateOther,ClimateOther,No,No,Other,No,No,No,No,ClimateOther,8,8
FALSE_DATA,33,63,White,Married,Urban,O level,II,300 - 399,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,NA,Climate,No,No,No,No,No,NA,Climate,NA,NA
FALSE_DATA,27,58,White,Married,Urban,O level,II,100 - 199,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,Other,Climate,Climate,No,No,No,No,Climate,Climate,No,No,No,Other,No,No,No,No,No,4,4
FALSE_DATA,34,65,White,Married,Urban,Degree,I,>400,Quintile 2,Owned/Mortgaged,No,Christian,CofE,NA,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Other,Climate,Other,Other,No,Climate,Climate,Climate,Climate,Climate,Climate,Climate,No,No,No,NA,Other,8,5
FALSE_DATA,28,58,White,Married,Urban,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,No,ClimateOther,No,No,No,Other,ClimateOther,Other,No,ClimateOther,No,No,No,No,No,No,No,3,2
FALSE_DATA,36,66,White,Married,Urban,Vocational,III (manual),100 - 199,Quin. 1/Least deprived,Rented,Not sure,Christian,CofE,Occasional/None,Agnostic,Probably not,Not very concerned,"Yes, for some of it",Not sure,Other,No,No,Other,No,No,Other,Other,Other,Other,No,No,No,Other,No,No,NA,No,0,0
FALSE_DATA,29,59,White,Never married,Urban,A level,III (manual),300 - 399,Quintile 4,Council/HA,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,Other,Other,No,No,Other,Other,Other,No,Other,No,Other,Other,No,No,No,No,0,0
FALSE_DATA,29,58,White,Married,Urban,Vocational,III (manual),100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Yes,Other,Climate,Climate,Other,No,No,Other,Climate,Climate,Climate,ClimateOther,No,Other,No,No,No,No,Other,6,5
FALSE_DATA,35,64,White,Married,Urban,CSE/None,III (manual),100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Not sure,No,ClimateOther,ClimateOther,Other,Climate,No,Other,ClimateOther,Climate,No,No,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,28,58,White,Married,Urban,O level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Regular,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,NA,No,Other,Climate,Climate,Climate,No,No,Other,Other,No,No,NA,Other,NA,6
FALSE_DATA,30,60,White,Married,Rural,O level,II,300 - 399,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,No,NA,Climate,13,11
FALSE_DATA,32,62,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,No,Other,Other,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,NA,Other,4,4
FALSE_DATA,26,57,White,Married,Urban,A level,II,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes probably,Not very concerned,"Yes, for some of it",No,Other,No,No,No,Other,No,No,No,Other,Other,Other,No,No,No,No,No,No,No,0,0
FALSE_DATA,34,64,White,Married,Urban,O level,IV/V,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes maybe,Not very concerned,"Yes, for some of it",No,No,Other,No,No,No,No,Other,Other,Other,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,30,60,White,Married,Rural,CSE/None,IV/V,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Probably not,Not at all concerned,"Yes, for most of it",No,No,Other,Climate,Climate,No,Climate,Climate,Climate,Climate,No,Other,No,Other,Other,No,No,No,ClimateOther,7,6
FALSE_DATA,35,65,White,Married,Urban,Degree,III (non-manual),100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,No,NA,NA,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Other,Climate,Other,Other,No,Climate,Other,Climate,Climate,No,No,No,Other,No,No,NA,Other,5,5
FALSE_DATA,31,61,White,Married,Urban,A level,III (manual),300 - 399,Quintile 4,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,Other,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,No,3,3
FALSE_DATA,34,63,White,Married,Urban,A level,II,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Very concerned,"Yes, for some of it",No,Climate,Other,Other,No,No,No,Other,Other,Other,No,Other,Other,Other,Other,No,No,No,Other,1,1
FALSE_DATA,30,60,White,Married,Urban,CSE/None,IV/V,300 - 399,Quintile 3,Owned/Mortgaged,No,NA,NA,Occasional/None,Atheist,Yes maybe,Somewhat concerned,"Yes, for some of it",Not sure,No,Other,No,No,No,No,Other,Other,Climate,Climate,Other,No,No,No,No,No,No,No,2,2
FALSE_DATA,35,65,White,Married,Rural,O level,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Climate,Climate,ClimateOther,Other,NA,No,Other,Climate,Climate,Other,No,No,No,No,No,No,NA,Other,NA,5
FALSE_DATA,24,54,White,Married,Urban,A level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,No,No,No,Climate,Climate,Climate,Other,No,No,No,No,No,No,Other,5,5
FALSE_DATA,43,74,White,Married,Rural,O level,III (non-manual),200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",No,No,Climate,Climate,No,No,No,No,Climate,Climate,No,No,Climate,Other,No,No,No,NA,No,5,4
FALSE_DATA,27,56,White,Married,Urban,A level,I,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,ClimateOther,Climate,Climate,Climate,Climate,Other,No,No,Climate,No,No,No,Other,9,8
FALSE_DATA,40,69,White,Married,Urban,Vocational,III (manual),100 - 199,Quintile 4,Owned/Mortgaged,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for all of it",No,No,Other,Climate,Climate,No,No,No,Climate,Climate,Climate,Other,No,No,No,No,No,NA,No,5,5
FALSE_DATA,34,63,White,Never married,Urban,A level,III (manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Other,Climate,No,Climate,Climate,Climate,Climate,No,No,No,Climate,No,NA,Climate,11,9
FALSE_DATA,32,63,White,Never married,Urban,A level,III (manual),300 - 399,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,NA,Yes,NA,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,NA,NA
FALSE_DATA,39,68,White,Never married,Urban,Vocational,IV/V,200 - 299,Quintile 2,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,No,No,No,No,Other,Climate,No,Climate,Climate,Climate,No,Climate,Climate,No,NA,Other,7,5
FALSE_DATA,24,54,White,Married,Rural,O level,III (non-manual),200 - 299,Quintile 4,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",NA,Other,Other,Other,Other,Other,No,Climate,No,No,Other,No,No,No,No,No,No,NA,No,1,1
FALSE_DATA,31,62,White,Married,Rural,A level,III (non-manual),300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Catholic,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Climate,Climate,No,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,Climate,No,No,NA,Climate,10,9
FALSE_DATA,33,64,White,Married,Rural,A level,II,300 - 399,Quintile 2,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",NA,No,ClimateOther,No,ClimateOther,No,No,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,No,No,Other,No,No,NA,No,6,6
FALSE_DATA,35,64,White,Married,Urban,CSE/None,III (manual),100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",Yes,No,No,Climate,Climate,No,No,No,No,No,No,Other,No,No,No,No,No,No,Other,2,2
FALSE_DATA,28,57,White,Married,Urban,CSE/None,II,100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,No,Christian,Other,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Climate,Other,No,Other,No,Climate,No,NA,ClimateOther,12,10
FALSE_DATA,38,67,White,Married,Urban,O level,IV/V,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Probably not,Not very concerned,"Yes, for some of it",No,No,Other,Other,Other,Other,No,Other,Other,Other,Other,Other,No,Other,No,No,No,No,No,0,0
FALSE_DATA,36,66,White,Married,Rural,Degree,I,>400,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Other,Climate,Climate,Other,NA,No,Other,Other,Other,Climate,No,Other,No,Other,No,No,NA,NA,NA
FALSE_DATA,30,61,White,Married,Urban,O level,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,Climate,No,Other,Climate,Climate,Climate,No,No,Other,Other,Climate,No,NA,Other,8,7
FALSE_DATA,32,62,White,Married,Urban,Degree,I,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,Climate,No,Climate,No,Other,Other,No,No,Climate,Climate,No,No,ClimateOther,10,8
FALSE_DATA,32,62,White,Married,Urban,Degree,I,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Other,Other,Other,No,No,Other,Other,Other,Other,Other,No,No,No,Climate,No,Climate,Other,2,2
FALSE_DATA,33,64,White,Married,Urban,A level,III (non-manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Regular,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,Other,No,No,Other,No,No,No,No,7,7
FALSE_DATA,30,60,White,Married,Urban,CSE/None,II,200 - 299,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Climate,Climate,ClimateOther,No,No,No,ClimateOther,ClimateOther,Climate,No,Other,No,No,No,No,Other,No,No,6,6
FALSE_DATA,34,65,White,Married,Rural,A level,II,300 - 399,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",No,No,Other,Other,No,No,No,No,Other,Other,No,No,No,No,No,No,No,ClimateOther,No,0,0
FALSE_DATA,31,62,White,Married,Urban,Degree,II,>400,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for some of it",Not sure,No,Climate,No,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,NA,Other,6,6
FALSE_DATA,44,74,White,Married,Rural,O level,III (manual),>400,Quin. 1/Least deprived,Owned/Mortgaged,Not sure,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",No,No,Other,No,No,No,No,No,No,Other,No,No,No,No,No,No,No,Climate,Other,0,0
FALSE_DATA,29,60,White,Married,Urban,Degree,III (non-manual),>400,Quintile 2,Owned/Mortgaged,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Climate,Other,ClimateOther,No,Climate,No,Other,Other,Other,Other,Other,No,Other,No,No,No,No,Other,3,2
FALSE_DATA,27,57,White,Married,Urban,A level,I,300 - 399,Quintile 3,Owned/Mortgaged,Yes,Christian,CofE,Regular,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,Climate,Climate,Other,Climate,Climate,Climate,No,Climate,Climate,No,No,NA,Other,10,7
FALSE_DATA,29,58,White,Married,Urban,A level,II,100 - 199,Quin. 5/Most deprived,Owned/Mortgaged,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Other,Other,No,No,No,Other,Climate,Climate,No,No,No,No,No,No,No,No,Other,2,2
FALSE_DATA,28,58,White,Married,Urban,O level,III (manual),200 - 299,Quintile 3,Owned/Mortgaged,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,Climate,Other,No,No,Other,Climate,Climate,Other,Other,No,Other,Other,Climate,Other,NA,No,5,5
FALSE_DATA,28,58,White,Married,Rural,Degree,II,>400,Quintile 2,Owned/Mortgaged,Yes,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,Other,No,No,Climate,Climate,No,No,No,No,No,No,No,NA,Other,4,4
FALSE_DATA,30,59,White,Married,Urban,Degree,IV/V,300 - 399,Quin. 1/Least deprived,Owned/Mortgaged,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Other,Climate,Climate,Climate,No,Climate,Climate,Climate,No,Climate,No,No,No,Climate,No,No,Other,9,7
