FALSE_DATA,ageAtQ,sex,ethnicity,relationship,rural,edu,occClass,income,imd,home,politics_PCA1,politics_PCA2,belief,identity,identity_denom,attend,lca,climateChanging,climateConcern,climateHumans,climateAction,travel,waste,energy,buy,airTravel,elecCar,localFood,recycle,plastic,sustainable,insulation,solar,veg,trees,avoidFossil,children,otherAction,meatDairy,totalActions,totalActions_reduced
FALSE_DATA,31,Male,White,Yes,Urban,GCSE,Manager/Prof,£1000-£1499,Quintile 2,Owned/Mortgaged,0.13545165273645277,0.04236742747349617,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for some of it",No,No,No,Other,No,No,No,No,No,No,No,Other,No,No,No,No,Other,No,Climate,1,1
FALSE_DATA,30,Male,White,Yes,Urban,A level,Manager/Prof,£1000-£1499,Quin. 5/Most deprived,Owned/Mortgaged,0.11433943168440776,0.04236742747349617,Yes,Christian,Catholic,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,No,Climate,Climate,Other,Climate,No,Climate,Climate,Other,No,No,No,No,No,NA,NA,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,A level,Routine,£1000-£1499,Quin. 5/Most deprived,Owned/Mortgaged,1.4063629865755942,0.23429159882893735,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,No,Climate,Climate,No,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,5,5
FALSE_DATA,29,Male,White,Yes,Urban,A level,Lower sup/tech,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,0.5105932588780404,1.0617580811160439,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",Not sure,Other,Other,Other,Other,Other,No,No,Other,Other,No,No,No,No,Other,No,No,NA,ClimateOther,1,1
FALSE_DATA,30,Male,White,Yes,Urban,PostGrad,Manager/Prof,>£2000,Quin. 5/Most deprived,Owned/Mortgaged,0.37307576009406784,-0.12796236611285444,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes maybe,Somewhat concerned,"Yes, for some of it",No,No,No,Climate,Climate,No,No,Climate,Other,No,Climate,No,No,Climate,Climate,No,No,No,Climate,7,6
FALSE_DATA,31,Female,White,No,Urban,A level,Intermediate,>£2000,Quintile 2,Rented,-0.06586086589847603,-1.3975364149859053,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,No,NA,No,No,Other,Climate,Climate,No,No,No,No,No,Climate,No,No,ClimateOther,NA,NA
FALSE_DATA,29,Female,White,Yes,Urban,A level,Lower sup/tech,£1000-£1499,Quintile 2,Owned/Mortgaged,-1.5281707690230615,-1.019996065620083,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,Climate,Climate,Climate,NA,Climate,No,Climate,Climate,Climate,Climate,No,No,No,Climate,Climate,Climate,NA,ClimateOther,NA,NA
FALSE_DATA,31,Female,White,No,Rural,A level,Routine,£500-£999,Quin. 1/Least deprived,Owned/Mortgaged,0.11433943168440776,-2.226542301064505,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,Other,Climate,No,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,7,7
FALSE_DATA,29,Female,White,Yes,Urban,A level,Routine,£1500-£1999,Quintile 2,Owned/Mortgaged,0.879868427092542,0.7292596957905972,No,Christian,Catholic,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,No,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,5,5
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.2588771005147473,-0.613626775196036,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,NA,Climate,8,8
FALSE_DATA,31,Female,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,-0.4778045506519675,-1.903850600955309,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,ClimateOther,ClimateOther,ClimateOther,No,No,No,No,ClimateOther,ClimateOther,No,No,No,ClimateOther,No,No,No,ClimateOther,8,8
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.5716699558529428,0.6062444845350259,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,No,Climate,Other,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,NA,No,3,3
FALSE_DATA,30,Male,Other than White,Yes,Urban,Degree,Manager/Prof,>£2000,Quintile 4,Rented,0.1597262710994514,-1.3509227151412537,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,ClimateOther,Climate,No,No,NA,Climate,11,10
FALSE_DATA,30,Female,White,Yes,Rural,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-1.3581741114500752,0.531631181335501,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for most of it",No,Other,ClimateOther,ClimateOther,ClimateOther,Climate,No,No,ClimateOther,ClimateOther,ClimateOther,Other,No,Other,No,No,No,No,ClimateOther,8,7
FALSE_DATA,30,Male,White,Yes,Rural,PostGrad,Manager/Prof,>£2000,Quintile 4,Rented,0.6454067170458807,-0.45260066948816385,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Climate,Climate,Climate,Climate,Climate,No,Other,Climate,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,9,8
FALSE_DATA,31,Female,White,No,Urban,Degree,Routine,£1500-£1999,Quintile 3,Rented,-0.6966401356113637,-1.9614134720474352,Not sure,Christian,Other,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Climate,Climate,Climate,Climate,Climate,Other,Climate,Climate,Climate,Climate,Climate,No,ClimateOther,NA,Climate,No,No,No,NA,NA
FALSE_DATA,30,Male,White,No,Rural,Degree,Manager/Prof,>£2000,Quintile 2,Owned/Mortgaged,0.6830584332715499,-1.3380269406276657,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,8,8
FALSE_DATA,29,Female,White,No,Urban,GCSE,Intermediate,£1500-£1999,Quintile 2,Owned/Mortgaged,0.879868427092542,0.43591469094867547,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,ClimateOther,ClimateOther,Other,No,No,Other,Other,Climate,Climate,No,No,No,No,No,No,No,Other,4,4
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,<£500,Quin. 1/Least deprived,Owned/Mortgaged,0.3276889206790242,0.9308827879103354,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Climate,Climate,No,Climate,Climate,Climate,No,Climate,Climate,No,No,No,No,No,No,No,NA,No,7,5
FALSE_DATA,29,Female,White,Yes,Urban,A level,Routine,£1500-£1999,Quintile 2,Owned/Mortgaged,0.6454067170458807,-0.15925566464624194,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,Other,No,No,NA,Climate,9,9
FALSE_DATA,30,Female,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 2,Rented,-0.9219558083335853,1.0955082383970307,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Climate,ClimateOther,ClimateOther,ClimateOther,ClimateOther,No,Climate,ClimateOther,ClimateOther,ClimateOther,No,No,Other,ClimateOther,Climate,No,No,NA,NA,NA
FALSE_DATA,30,Male,White,Yes,Urban,A level,Intermediate,>£2000,Quin. 5/Most deprived,Owned/Mortgaged,0.2588771005147473,-1.0164777265496936,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",No,No,No,No,ClimateOther,No,No,Climate,Climate,No,Climate,No,No,No,No,No,No,No,NA,NA,NA
FALSE_DATA,29,Female,White,Yes,Rural,A level,Lower sup/tech,£1500-£1999,Quintile 3,Owned/Mortgaged,-0.06586086589847603,0.47342258806320386,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,No,Climate,No,No,ClimateOther,Climate,Climate,Climate,No,No,No,No,No,Other,NA,No,6,6
FALSE_DATA,29,Male,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quin. 1/Least deprived,Owned/Mortgaged,-2.408540329821169,-0.07636120120828402,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Climate,Climate,Other,ClimateOther,Other,No,ClimateOther,Climate,Climate,No,No,No,Other,Other,No,No,Other,Climate,7,7
FALSE_DATA,29,Male,White,No,Urban,PostGrad,Intermediate,£1000-£1499,Quintile 3,Rented,0.8752957012141215,0.43591469094867547,No,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,No,Climate,No,No,Other,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,8,8
FALSE_DATA,30,Male,White,No,Urban,A level,Lower sup/tech,£1500-£1999,Quintile 2,Other,0.13545165273645277,0.04236742747349617,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,No,No,No,No,No,No,Climate,Climate,No,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,29,Female,White,No,Urban,Degree,Intermediate,£1000-£1499,Quin. 5/Most deprived,Owned/Mortgaged,-1.2065951999207918,-0.4132630485474435,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Other,Other,Other,No,No,No,Climate,Climate,No,No,Other,Climate,No,No,No,NA,No,3,2
FALSE_DATA,30,Female,White,No,Rural,A level,Manager/Prof,£1000-£1499,Quintile 2,Rented,0.7850194448475593,-0.480804878724214,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Other,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,ClimateOther,No,No,No,NA,Other,7,6
FALSE_DATA,30,Male,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,0.5716699558529428,0.7273130925244837,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,Other,Climate,Other,Climate,Other,No,Climate,Climate,Climate,No,No,No,Other,ClimateOther,No,No,NA,ClimateOther,7,7
FALSE_DATA,29,Female,White,Yes,Urban,GCSE,Routine,<£500,Quintile 3,Owned/Mortgaged,0.46018961914967615,-1.3380269406276657,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Climate,No,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,No,Other,NA,No,5,5
FALSE_DATA,30,Male,White,No,Urban,A level,Manager/Prof,£1500-£1999,Quintile 4,Owned/Mortgaged,0.9912569045111489,-1.5396500327474039,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,Climate,Other,Other,No,Other,Climate,ClimateOther,No,No,No,Other,Climate,No,No,No,Other,5,5
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Routine,£1000-£1499,Quintile 4,Owned/Mortgaged,-0.502079169014966,0.36505912758269216,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",No,Other,No,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,ClimateOther,No,No,No,No,Climate,9,7
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Intermediate,£1500-£1999,Quintile 4,Owned/Mortgaged,-0.7008711961495943,0.46966484822966226,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Climate,Climate,Climate,Other,Other,No,No,No,Climate,Other,No,Climate,No,No,No,No,Climate,6,5
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Intermediate,>£2000,Quintile 2,Rented,0.5716699558529428,0.6062444845350259,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Other,Other,No,ClimateOther,Other,No,No,Other,No,No,No,No,No,No,No,NA,No,1,0
FALSE_DATA,30,Male,White,Yes,Urban,A level,Routine,£1000-£1499,Quintile 2,Rented,0.3276889206790242,0.9308827879103354,Not sure,Christian,Other,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,ClimateOther,Climate,Other,Climate,Climate,No,Other,Climate,Climate,Climate,No,No,NA,No,No,No,NA,Climate,NA,7
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Routine,£1000-£1499,Quintile 2,Rented,-1.7921217291217952,0.6105310671088172,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,Climate,Climate,No,No,No,Climate,11,9
FALSE_DATA,30,Female,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,1.1930134975809779,-0.19871016502688402,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,No,No,No,Other,Climate,Climate,Climate,No,No,No,No,Other,No,No,Climate,6,6
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Lower sup/tech,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,1.4063629865755942,0.23429159882893735,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,No,Other,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,No,0,0
FALSE_DATA,29,Female,White,No,Rural,Degree,Intermediate,<£500,Quintile 2,Rented,-0.5891930280705743,0.851716424061151,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for some of it",Yes,No,Climate,Climate,Climate,Other,No,Climate,Climate,Climate,Climate,No,No,Other,No,No,Other,NA,Climate,8,8
FALSE_DATA,30,Female,White,No,Urban,A level,Intermediate,£1000-£1499,Quintile 3,Owned/Mortgaged,0.16860084414818538,-0.27918178660447585,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Climate,Climate,No,Other,No,Climate,Climate,Climate,ClimateOther,No,No,Climate,No,No,No,No,Climate,8,7
FALSE_DATA,31,Female,White,No,Urban,Degree,Routine,£1500-£1999,Quintile 4,Owned/Mortgaged,0.019200758779012284,1.0267070427491145,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",Yes,No,Climate,No,Other,Other,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,ClimateOther,6,5
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Intermediate,£1000-£1499,Quintile 4,Council/HA,-0.5891930280705743,0.5748343065617167,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Other,Climate,Climate,Climate,Climate,No,Other,No,No,No,No,No,7,6
FALSE_DATA,29,Female,White,Yes,Urban,PostGrad,Small employ,£500-£999,Quintile 2,Council/HA,0.6785559084576132,1.160314856380305,No,Christian,Catholic,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,No,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,ClimateOther,Climate,No,No,NA,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,>£2000,Quintile 4,Owned/Mortgaged,0.13545165273645277,-0.7121835504602971,Not sure,None,None,Occasional/None,Moderately religious,Yes definitely,Not at all concerned,"Yes, for some of it",Not sure,No,No,No,No,No,No,No,Climate,Climate,No,No,No,Other,Climate,No,No,No,No,3,3
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 5/Most deprived,Owned/Mortgaged,-0.39265106668981953,-0.4169039089410634,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,Other,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,9,9
FALSE_DATA,29,Male,White,Yes,Rural,A level,Lower sup/tech,>£2000,Quin. 1/Least deprived,Owned/Mortgaged,0.6454067170458807,-0.15925566464624194,No,None,None,Occasional/None,Atheist,Yes probably,Not very concerned,"Yes, for some of it",No,No,No,Other,No,No,No,No,Other,No,No,No,No,No,No,No,No,No,No,0,0
FALSE_DATA,30,Female,White,Yes,Urban,A level,Routine,£1000-£1499,Quintile 2,Rented,-2.408540329821169,-0.07636120120828402,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",No,No,No,No,No,No,No,No,Climate,Climate,Climate,No,No,No,No,Climate,No,NA,No,4,4
FALSE_DATA,29,Female,White,Yes,Rural,A level,Routine,£1000-£1499,Quin. 1/Least deprived,Rented,0.16860084414818538,-0.05100908360565187,No,None,None,Occasional/None,Atheist,Yes probably,Somewhat concerned,"Yes, for some of it",Not sure,Other,No,Climate,Climate,No,No,Climate,ClimateOther,Climate,Climate,No,No,No,Other,No,No,NA,ClimateOther,7,7
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,-2.408540329821169,0.379152395372734,Not sure,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,No,No,Climate,Climate,No,No,Climate,No,No,No,No,No,No,No,No,No,No,3,2
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Intermediate,>£2000,Quintile 3,Owned/Mortgaged,0.3276889206790242,0.9308827879103354,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Not sure,No,Climate,No,No,No,No,No,Climate,Climate,No,No,No,Other,No,No,No,NA,No,3,3
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1000-£1499,Quintile 2,Rented,-0.6155198808116933,-0.7403997262851489,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Other,Climate,No,Climate,Other,No,No,Climate,Climate,Climate,No,No,Other,No,No,No,NA,NA,NA,NA
FALSE_DATA,29,Female,White,No,Urban,A level,Intermediate,£500-£999,Quintile 3,Rented,0.3780925604073885,0.4753691913293176,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,Climate,Other,Climate,Other,No,Other,Climate,Climate,No,No,No,No,No,No,No,NA,No,4,4
FALSE_DATA,29,Male,White,No,Urban,PostGrad,Manager/Prof,£1000-£1499,Quintile 3,Rented,0.7779074155165325,-0.936318475305232,No,None,None,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",No,Climate,Climate,Climate,Climate,No,No,No,Other,Climate,ClimateOther,No,No,No,ClimateOther,No,No,No,No,7,7
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Routine,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,0.1386140500474064,-1.771028704483487,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,No,Climate,Other,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,NA,Climate,8,7
FALSE_DATA,30,Male,White,Yes,Urban,Degree,Routine,£1000-£1499,Quintile 2,Owned/Mortgaged,0.1386140500474064,-1.771028704483487,Yes,Christian,Other,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,ClimateOther,ClimateOther,Climate,No,No,No,Climate,Climate,No,No,No,No,No,Other,No,No,Climate,6,6
FALSE_DATA,30,Female,White,No,Urban,PostGrad,Manager/Prof,<£500,Quintile 4,Rented,-0.7417555107507015,1.0955082383970307,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,Climate,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,ClimateOther,Climate,Climate,No,NA,Climate,13,11
FALSE_DATA,29,Male,White,Yes,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,1.4063629865755942,0.8601349889963057,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,ClimateOther,No,Climate,Climate,Climate,Climate,Climate,No,Other,Other,Climate,Other,NA,NA,NA,NA
FALSE_DATA,30,Male,White,No,Urban,A level,Routine,£1000-£1499,Quintile 2,Owned/Mortgaged,0.5582928579902724,1.0617580811160439,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,NA,No,Climate,Climate,Climate,Climate,No,No,No,Other,No,No,No,No,NA,7
FALSE_DATA,31,Female,White,Yes,Urban,A level,Routine,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,1.294974509156987,1.293136752852127,Yes,Christian,CofE,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for all of it",No,No,No,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,-0.3908885229721124,0.8938851462772925,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,Climate,Other,Other,Other,No,Other,Climate,Climate,NA,No,No,No,Climate,No,No,No,ClimateOther,NA,NA
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Rented,-0.502079169014966,0.36505912758269216,Yes,Christian,CofE,Regular,Highly religious,Yes definitely,Very concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,Other,No,Climate,No,Climate,Climate,No,No,No,No,Other,No,No,Climate,7,7
FALSE_DATA,31,Male,White,Yes,Urban,A level,Routine,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,0.9945111611067624,-0.3295854582325925,Not sure,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for some of it",No,No,Climate,Other,No,No,No,No,No,Climate,No,No,No,No,No,No,No,No,No,2,2
FALSE_DATA,29,Female,White,Yes,Urban,Degree,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.39069069159635916,-0.6937860264404978,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Other,Other,No,No,Other,Climate,Climate,Climate,No,No,No,No,Climate,No,No,ClimateOther,6,6
FALSE_DATA,29,Female,White,No,Urban,A level,Manager/Prof,£1000-£1499,Quin. 1/Least deprived,Owned/Mortgaged,-1.3370618903980303,0.07611758475448308,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Yes,Other,Climate,Climate,No,Other,No,No,Climate,Climate,No,No,No,No,No,No,No,No,Other,4,4
FALSE_DATA,29,Female,White,Yes,Urban,A level,Routine,>£2000,Quintile 3,Owned/Mortgaged,-1.2367798253973237,-1.9585585288131835,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,Other,Climate,Climate,Climate,Climate,No,Climate,Climate,Climate,Climate,No,No,No,No,Climate,No,No,Climate,10,9
FALSE_DATA,29,Female,White,No,Urban,A level,Manager/Prof,£1500-£1999,Quintile 3,Rented,1.0816250201623707,0.8601349889963057,Yes,Christian,CofE,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for all of it",Not sure,Other,No,No,No,ClimateOther,No,No,Other,Other,No,No,No,No,No,No,No,No,Climate,2,1
FALSE_DATA,30,Male,White,No,Urban,Degree,Manager/Prof,>£2000,Quintile 2,Rented,0.5505577348008979,1.0617580811160439,Not sure,None,None,Occasional/None,Agnostic,Yes definitely,Somewhat concerned,"Yes, for most of it",No,No,Climate,No,Climate,Other,No,Climate,Climate,Climate,No,No,Other,No,No,No,No,NA,No,5,5
FALSE_DATA,29,Male,White,Yes,Urban,Degree,Manager/Prof,>£2000,Quin. 1/Least deprived,Rented,0.1597262710994514,0.5964377993187753,Yes,None,None,Occasional/None,Moderately religious,Yes definitely,Somewhat concerned,"Yes, for most of it",Yes,No,ClimateOther,ClimateOther,Climate,No,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Climate,7,7
FALSE_DATA,30,Female,White,Yes,Urban,A level,Intermediate,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.5972178419203619,-0.39439207621586686,Yes,Christian,Catholic,Occasional/None,NA,Yes definitely,Very concerned,"Yes, for all of it",No,Other,Climate,Climate,ClimateOther,No,No,Other,Climate,Climate,Climate,Other,No,No,No,No,Climate,NA,ClimateOther,8,8
FALSE_DATA,30,Male,White,No,Urban,Degree,Manager/Prof,£1500-£1999,Quintile 2,Owned/Mortgaged,0.8752957012141215,0.43591469094867547,Yes,Christian,CofE,Occasional/None,Highly religious,Yes definitely,Very concerned,"Yes, for all of it",Yes,No,Climate,Climate,Climate,No,No,Climate,Climate,Climate,Climate,No,No,No,No,No,No,No,No,7,7
FALSE_DATA,31,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 3,Owned/Mortgaged,0.027225572628799488,0.4978810240545141,No,None,None,Occasional/None,Atheist,Yes definitely,Somewhat concerned,"Yes, for most of it",Not sure,No,Other,Other,Other,No,No,Other,No,Other,No,No,No,No,No,No,No,NA,No,0,0
FALSE_DATA,29,Female,White,Yes,Rural,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.9219558083335853,1.0955082383970307,Not sure,Christian,CofE,Occasional/None,Agnostic,Yes definitely,Very concerned,"Yes, for all of it",Not sure,No,Climate,Other,Climate,Other,No,Climate,Other,Climate,Climate,No,No,No,No,No,No,No,Climate,6,6
FALSE_DATA,30,Female,White,No,Urban,Degree,Intermediate,£1000-£1499,Quintile 2,Other,-2.3874281087691243,-0.07636120120828402,Yes,Christian,Other,Occasional/None,Moderately religious,Yes definitely,Very concerned,"Yes, for most of it",Yes,No,Climate,Climate,Climate,No,No,ClimateOther,ClimateOther,Climate,Climate,No,No,No,No,No,No,No,ClimateOther,8,8
FALSE_DATA,30,Female,White,Yes,Urban,A level,Manager/Prof,£1500-£1999,Quintile 4,Rented,-1.3370618903980303,0.07611758475448308,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",No,Other,Climate,Other,Climate,No,No,Climate,Climate,Climate,Climate,No,No,Climate,No,No,No,No,Climate,8,7
FALSE_DATA,30,Male,White,No,Urban,PostGrad,Manager/Prof,£1500-£1999,Quin. 1/Least deprived,Owned/Mortgaged,-0.9149145656346412,-1.0011250932885063,No,None,None,Occasional/None,Atheist,Yes definitely,Very concerned,"Yes, for most of it",Yes,Other,Climate,No,Climate,Other,No,No,Climate,Climate,Climate,No,No,No,No,No,No,No,Other,5,5
